policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,gamma,decode_cap,early_stop_count,early_stop_rate,truncated_token_ratio,truncation_value_loss,truncation_value_loss_pct,adjusted_total_value,value_loss,value_loss_pct,mean_retention_loss_for_stopped,full_uncapped_value,normalized_value,normalized_adjusted_value
Heuristic-TVD,3908.5325235230816,149861.2902911701,259,578.6150204292281,138183152908.2682,48009444975.31532,65.25665830827727,1.0242173172253994,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,138.70970882998432,138.70970882998432,0.0,0.0155234610876784,,,,,1,0.05,512,6,0.037037037037037,0.0298200699527638,17.200004197709433,0.4400629672183373,3891.332519325372,40.97562382726756,1.042024743117315,0.1513786317872319,3932.30814315264,0.89956589172638,0.9895797525688268
Heuristic-TVD,3932.30814315264,149946.52679892344,259,578.9441189147623,138183152908.2682,48863431219.01808,64.63864791719169,1.014878865215413,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,53.4732010766316,53.4732010766316,0.0,0.0147530760911579,,,,,1,0.05,uncapped,0,0.0,0.0,0.0,0.0,3932.30814315264,0.0,0.0,0.0,3932.30814315264,0.9050379547947288,1.0
Heuristic-TVD,4344.909649722397,93807.62570991342,260,360.798560422744,138183152908.2682,0.0,100.0,0.5829866011180154,1.247355217141168,0,0,260,0,0,0,100.0,0.0,0.0,0.0,56192.374290086525,56192.374290086525,0.0,0.0149542320286855,,,,,1,0.1,64,236,0.9076923076923076,0.6771314677825595,1948.236285291289,44.839512034865095,2396.673364431108,1535.6347787215318,39.051740677941154,0.4909919439592941,3932.30814315264,1.0,0.6094825932205885
Heuristic-TVD,4302.823557822864,144285.4348201367,260,554.9439800774488,138183152908.2682,14548588661.87024,89.47151779672576,0.6278317242809711,12.39369797901414,0,0,234,0,26,0,90.0,0.0,10.0,0.0,5714.565179863327,5714.565179863327,0.0,0.0150784629603059,,,,,1,0.1,128,140,0.5982905982905983,0.4106550297740806,783.5760657948548,18.210741278718093,3519.247492028009,413.06065112463057,10.504279829745704,0.3270097109377385,3932.30814315264,0.990313701482326,0.894957201702543
Heuristic-TVD,4038.851890244885,149709.05842553667,259,578.0272526082497,138183152908.2682,36830823356.62865,73.34637212896821,0.8754635216707054,70.00982061932552,0,0,180,0,80,0,69.23076923076923,0.0,30.76923076923077,0.0,290.9415744632543,290.9415744632543,0.0,0.0154907696504289,,,,,1,0.1,256,39,0.2166666666666666,0.1591875439723471,159.35389849272275,3.945524689271553,3879.4979917521614,52.81015140047748,1.3429810044880697,0.22660688050584,3932.30814315264,0.9295594651785068,0.9865701899551194
Heuristic-TVD,3908.5325235230816,149861.2902911701,259,578.6150204292281,138183152908.2682,48009444975.31532,65.25665830827727,1.0242173172253994,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,138.70970882998432,138.70970882998432,0.0,0.0150065376566579,,,,,1,0.1,512,6,0.037037037037037,0.0298200699527638,17.200004197709433,0.4400629672183373,3891.332519325372,40.97562382726756,1.042024743117315,0.1513786317872319,3932.30814315264,0.89956589172638,0.9895797525688268
Heuristic-TVD,3932.30814315264,149946.52679892344,259,578.9441189147623,138183152908.2682,48863431219.01808,64.63864791719169,1.014878865215413,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,53.4732010766316,53.4732010766316,0.0,0.0140746147595704,,,,,1,0.1,uncapped,0,0.0,0.0,0.0,0.0,3932.30814315264,0.0,0.0,0.0,3932.30814315264,0.9050379547947288,1.0
Heuristic-TVD,4344.909649722397,93807.62570991342,260,360.798560422744,138183152908.2682,0.0,100.0,0.5829866011180154,1.247355217141168,0,0,260,0,0,0,100.0,0.0,0.0,0.0,56192.374290086525,56192.374290086525,0.0,0.0143415381899103,,,,,1,0.15,64,236,0.9076923076923076,0.6771314677825595,1948.236285291289,44.839512034865095,2396.673364431108,1535.6347787215318,39.051740677941154,0.4909919439592941,3932.30814315264,1.0,0.6094825932205885
Heuristic-TVD,4302.823557822864,144285.4348201367,260,554.9439800774488,138183152908.2682,14548588661.87024,89.47151779672576,0.6278317242809711,12.39369797901414,0,0,234,0,26,0,90.0,0.0,10.0,0.0,5714.565179863327,5714.565179863327,0.0,0.0145046151234195,,,,,1,0.15,128,140,0.5982905982905983,0.4106550297740806,783.5760657948548,18.210741278718093,3519.247492028009,413.06065112463057,10.504279829745704,0.3270097109377385,3932.30814315264,0.990313701482326,0.894957201702543
Heuristic-TVD,4038.851890244885,149709.05842553667,259,578.0272526082497,138183152908.2682,36830823356.62865,73.34637212896821,0.8754635216707054,70.00982061932552,0,0,180,0,80,0,69.23076923076923,0.0,30.76923076923077,0.0,290.9415744632543,290.9415744632543,0.0,0.014495000113339,,,,,1,0.15,256,39,0.2166666666666666,0.1591875439723471,159.35389849272275,3.945524689271553,3879.4979917521614,52.81015140047748,1.3429810044880697,0.22660688050584,3932.30814315264,0.9295594651785068,0.9865701899551194
Heuristic-TVD,3908.5325235230816,149861.2902911701,259,578.6150204292281,138183152908.2682,48009444975.31532,65.25665830827727,1.0242173172253994,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,138.70970882998432,138.70970882998432,0.0,0.0143738450088466,,,,,1,0.15,512,6,0.037037037037037,0.0298200699527638,17.200004197709433,0.4400629672183373,3891.332519325372,40.97562382726756,1.042024743117315,0.1513786317872319,3932.30814315264,0.89956589172638,0.9895797525688268
Heuristic-TVD,3932.30814315264,149946.52679892344,259,578.9441189147623,138183152908.2682,48863431219.01808,64.63864791719169,1.014878865215413,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,53.4732010766316,53.4732010766316,0.0,0.0140523088003437,,,,,1,0.15,uncapped,0,0.0,0.0,0.0,0.0,3932.30814315264,0.0,0.0,0.0,3932.30814315264,0.9050379547947288,1.0
Heuristic-TVD,4344.909649722397,93807.62570991342,260,360.798560422744,138183152908.2682,0.0,100.0,0.5829866011180154,1.247355217141168,0,0,260,0,0,0,100.0,0.0,0.0,0.0,56192.374290086525,56192.374290086525,0.0,0.0143300003121392,,,,,1,0.2,64,236,0.9076923076923076,0.6771314677825595,1948.236285291289,44.839512034865095,2396.673364431108,1535.6347787215318,39.051740677941154,0.4909919439592941,3932.30814315264,1.0,0.6094825932205885
Heuristic-TVD,4302.823557822864,144285.4348201367,260,554.9439800774488,138183152908.2682,14548588661.87024,89.47151779672576,0.6278317242809711,12.39369797901414,0,0,234,0,26,0,90.0,0.0,10.0,0.0,5714.565179863327,5714.565179863327,0.0,0.0145730766234919,,,,,1,0.2,128,140,0.5982905982905983,0.4106550297740806,783.5760657948548,18.210741278718093,3519.247492028009,413.06065112463057,10.504279829745704,0.3270097109377385,3932.30814315264,0.990313701482326,0.894957201702543
Heuristic-TVD,4038.851890244885,149709.05842553667,259,578.0272526082497,138183152908.2682,36830823356.62865,73.34637212896821,0.8754635216707054,70.00982061932552,0,0,180,0,80,0,69.23076923076923,0.0,30.76923076923077,0.0,290.9415744632543,290.9415744632543,0.0,0.0154057684435079,,,,,1,0.2,256,39,0.2166666666666666,0.1591875439723471,159.35389849272275,3.945524689271553,3879.4979917521614,52.81015140047748,1.3429810044880697,0.22660688050584,3932.30814315264,0.9295594651785068,0.9865701899551194
Heuristic-TVD,3908.5325235230816,149861.2902911701,259,578.6150204292281,138183152908.2682,48009444975.31532,65.25665830827727,1.0242173172253994,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,138.70970882998432,138.70970882998432,0.0,0.0142600003388137,,,,,1,0.2,512,6,0.037037037037037,0.0298200699527638,17.200004197709433,0.4400629672183373,3891.332519325372,40.97562382726756,1.042024743117315,0.1513786317872319,3932.30814315264,0.89956589172638,0.9895797525688268
Heuristic-TVD,3932.30814315264,149946.52679892344,259,578.9441189147623,138183152908.2682,48863431219.01808,64.63864791719169,1.014878865215413,76.71943782378185,0,0,162,0,98,0,62.30769230769231,0.0,37.69230769230769,0.0,53.4732010766316,53.4732010766316,0.0,0.014389231084631,,,,,1,0.2,uncapped,0,0.0,0.0,0.0,0.0,3932.30814315264,0.0,0.0,0.0,3932.30814315264,0.9050379547947288,1.0
Heuristic-TVD,4284.357208684489,91220.78160864342,260,350.8491600332439,143551818802.25815,0.0,100.0,0.500776444246488,1.2473552171411333,0,0,260,0,0,0,100.0,0.0,0.0,0.0,58779.21839135662,58779.21839135662,0.0,0.014476923948118,,,,,2,0.0,64,231,0.8884615384615384,0.6865248226950355,1850.7718444533248,43.198355186205504,2433.585364231164,1346.283877048039,35.61720766278208,0.4987727272833859,3779.8692412792025,1.0,0.6393973661282556
Heuristic-TVD,4264.74436465831,145404.3761062366,260,559.2476004086022,143551818802.25815,10820876112.392782,92.46204178903614,0.5392977091885816,1.745402311891575,0,0,242,0,18,0,93.07692307692308,0.0,6.923076923076923,0.0,4595.623893763306,4595.623893763306,0.0,0.0137803851080556,,,,,2,0.0,128,146,0.6033057851239669,0.4521932190729136,848.3743193484005,19.89273557352768,3416.370045309909,363.4991959692934,9.616713509546592,0.3642596557671758,3779.8692412792025,0.995422220167258,0.897613061286939
Heuristic-TVD,3930.735230382554,149823.94727270657,254,589.858060128766,143551818802.25815,37798724537.3724,73.66893373225739,0.7142498893874442,74.01617444800641,0,0,183,1,76,0,70.38461538461539,0.3846153846153846,29.23076923076923,0.0,176.05272729344506,176.05272729344506,0.0,0.0137634586560754,,,,,2,0.0,256,39,0.2119565217391304,0.1558888689300042,135.92913191103565,3.458109588770406,3794.8060984715194,0.0,0.0,0.2254433569494981,3779.8692412792025,0.9174620693192588,0.9970429063197024
