policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,horizon_h,task_count,allow_pre,contact_model,training_seed_count,training_q_states,ua_training_seed_count,ua_training_q_states,normalized_value,scenario
ActiveInf-inspired,3438.518911283296,149649.83337631993,256,584.5696616262497,147675122448.8456,56155278227.45821,61.97377236175288,1.2567783273065891,79.33171732849058,0,0,150,0,110,0,57.69230769230769,0.0,42.30769230769231,0.0,350.1666236799206,350.1666236799206,0.0,0.0265688456308383,,,,,8,24,260,0,fixed-window,10,283,10,646,0.8959172736678063,no-pre
LEO-DRL-inspired,3587.3151708424066,149794.38984053332,256,585.1343353145833,147675122448.8456,50481543226.71813,65.815810822026,1.194996646261249,78.71920664394437,0,0,151,0,109,0,58.07692307692308,0.0,41.92307692307692,0.0,205.61015946659427,205.61015946659427,0.0,0.0552073084131384,,,,,8,24,260,0,fixed-window,10,283,10,646,0.9346866225170214,no-pre
Hierarchical-RA-inspired,3438.518911283296,149649.83337631993,256,584.5696616262497,147675122448.8456,56155278227.45821,61.97377236175288,1.2567783273065891,79.33171732849058,0,0,150,0,110,0,57.69230769230769,0.0,42.30769230769231,0.0,350.1666236799206,350.1666236799206,0.0,0.0138265381862695,,,,,8,24,260,0,fixed-window,10,283,10,646,0.8959172736678063,no-pre
DRL-UA-inspired,3629.559530052317,149958.00310869332,256,585.7734496433333,147675122448.8456,49881194365.33941,66.222344333848,1.167008446784708,78.66929020213107,0,0,152,0,108,0,58.46153846153846,0.0,41.53846153846154,0.0,41.996891306617385,41.996891306617385,0.0,0.0573196161824923,,,,,8,24,260,0,fixed-window,10,283,10,646,0.945693527555988,no-pre
QoS-Multihop-projected,3571.030061288624,149786.00867690673,256,585.1015963941669,147675122448.8456,49872833902.21164,66.22800572284103,1.079645548510598,78.71920664394437,0,0,152,0,108,0,58.46153846153846,0.0,41.53846153846154,0.0,213.9913230933273,213.9913230933273,0.0,0.0143988456469602,,,,,8,24,260,0,fixed-window,10,283,10,646,0.930443484314428,no-pre
DelayCost-adapted,3438.518911283296,149649.83337631993,256,584.5696616262497,147675122448.8456,56155278227.45821,61.97377236175288,1.2567783273065891,79.33171732849058,0,0,150,0,110,0,57.69230769230769,0.0,42.30769230769231,0.0,350.1666236799206,350.1666236799206,0.0,0.0113269226858392,,,,,8,24,260,0,fixed-window,10,283,10,646,0.8959172736678063,no-pre
Heuristic-TVD,3837.987069058623,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.0112823078570027,,,,,8,24,260,0,fixed-window,10,283,10,646,1.0,no-pre
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716169,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.0102576921702935,,,,,9,24,260,0,fixed-window,10,283,10,646,0.989996977245978,no-pre
Energy-WSRPT,3445.5022080778594,149772.53937029318,256,585.0489819152077,145047080871.27374,39449361301.11854,72.80237488120906,0.9832486245364028,79.09861167966864,0,0,157,29,74,0,60.38461538461539,11.153846153846152,28.46153846153846,0.0,227.4606297067164,227.4606297067164,0.0,0.0138719230352972,,,,,9,24,260,0,fixed-window,10,283,10,646,0.8553462809800546,no-pre
ActiveInf-inspired,3504.66277133158,149873.5611089066,256,585.4435980816664,145047080871.27374,50140040654.220375,65.4318857345922,1.144565976654227,79.09861167966864,0,0,158,0,102,0,60.76923076923077,0.0,39.23076923076923,0.0,126.43889109329524,126.43889109329524,0.0,0.0271569230020619,,,,,9,24,260,0,fixed-window,10,283,10,646,0.8700328969517753,no-pre
LEO-DRL-inspired,3720.591201268368,149762.45833631995,256,585.0096028762498,145047080871.27374,44211467967.27513,69.51922941040648,1.079645548510598,79.09861167966864,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,237.5416636799904,237.5416636799904,0.0,0.0549307693010912,,,,,9,24,260,0,fixed-window,10,283,10,646,0.9236371521083344,no-pre
Hierarchical-RA-inspired,3504.66277133158,149873.5611089066,256,585.4435980816664,145047080871.27374,50140040654.220375,65.4318857345922,1.144565976654227,79.09861167966864,0,0,158,0,102,0,60.76923076923077,0.0,39.23076923076923,0.0,126.43889109329524,126.43889109329524,0.0,0.0140280750481626,,,,,9,24,260,0,fixed-window,10,283,10,646,0.8700328969517753,no-pre
DRL-UA-inspired,3778.013199045422,149973.91771999988,256,585.8356160937495,145047080871.27374,43736014279.917946,69.8470220722796,1.0796455485105754,77.44137861085507,0,0,159,0,101,0,61.15384615384615,0.0,38.84615384615385,0.0,26.08227999996734,26.08227999996734,0.0,0.0555873080604494,,,,,9,24,260,0,fixed-window,10,283,10,646,0.937892169019918,no-pre
QoS-Multihop-projected,3596.645098381708,149840.4507995733,256,585.3142609358332,145047080871.27374,49475422121.20469,65.89009456514806,1.024717703951516,79.09861167966864,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,159.5492004266648,159.5492004266648,0.0,0.015146922893249,,,,,9,24,260,0,fixed-window,10,283,10,646,0.8928675191945832,no-pre
DelayCost-adapted,3505.652736208358,149791.98858666664,256,585.1249554166666,145047080871.27374,49098051601.17715,66.1502656197882,1.101273557297706,79.09861167966864,0,0,158,0,102,0,60.76923076923077,0.0,39.23076923076923,0.0,208.0114133332949,208.0114133332949,0.0,0.0110673070034513,,,,,9,24,260,0,fixed-window,10,283,10,646,0.870278655835246,no-pre
Heuristic-TVD,4028.195696519552,149522.0178698665,257,581.7977349022043,145047080871.27374,41111842808.23144,71.65620806618139,0.9832486245364028,70.43976702267629,0,0,172,0,88,0,66.15384615384616,0.0,33.84615384615385,0.0,477.9821301333002,477.9821301333002,0.0,0.0098353841727098,,,,,9,24,260,0,fixed-window,10,283,10,646,1.0,no-pre
Deadline-Energy,3706.507052881344,74242.05993642665,260,285.5463843708717,141896346105.7374,102687834277.71008,27.631798072383184,18.2938328705658,101.39133485483056,0,0,76,0,184,0,29.23076923076923,0.0,70.76923076923077,0.0,75757.94006357338,75757.94006357338,0.0,0.0112723077808578,,,,,0,24,260,1,tle,10,283,10,646,0.9553290641485346,tle
Energy-WSRPT,3318.981262687555,149926.47214549338,254,590.2617013602102,141896346105.7374,44887077493.39559,68.36629079937906,1.1445659766542235,82.39147357370932,0,0,152,14,94,0,58.46153846153846,5.384615384615385,36.15384615384615,0.0,73.52785450669936,73.52785450669936,0.0,0.0140807699958363,,,,,0,24,260,1,tle,10,283,10,646,0.8554467099003595,tle
ActiveInf-inspired,3359.7590180774423,149991.64198074644,255,588.2025175715547,141896346105.7374,45119470954.62508,68.20251388220862,1.1894509169151812,82.4674219566125,0,0,151,23,86,0,58.07692307692308,8.846153846153847,33.07692307692308,0.0,8.358019253337659,8.358019253337659,0.0,0.0314750001192666,,,,,0,24,260,1,tle,10,283,10,646,0.8659569218975053,tle
LEO-DRL-inspired,3478.229060116652,149994.69378191998,254,590.53029048,141896346105.7374,49934728158.518135,64.80901057078094,1.1894509169151812,82.47336960808907,0,0,153,11,96,0,58.84615384615385,4.230769230769231,36.92307692307692,0.0,5.306218079991993,5.306218079991993,0.0,0.0602311530831055,,,,,0,24,260,1,tle,10,283,10,646,0.89649183597597,tle
Hierarchical-RA-inspired,3377.8348738675595,149991.64198074644,256,585.9048514872908,141896346105.7374,46226434135.86997,67.42239289134108,1.1894509169151812,82.27655043039427,0,0,151,23,86,0,58.07692307692308,8.846153846153847,33.07692307692308,0.0,8.358019253337659,8.358019253337659,0.0,0.0178680759675514,,,,,0,24,260,1,tle,10,283,10,646,0.8706158609334455,tle
DRL-UA-inspired,3586.208705358817,149983.44293775997,255,588.1703644618038,141896346105.7374,51351191591.07759,63.810772440319184,1.1670084467847044,82.91028120558539,0,0,155,19,86,0,59.61538461538461,7.3076923076923075,33.07692307692308,0.0,16.557062240003944,16.557062240003944,0.0,0.0669546152214304,,,,,0,24,260,1,tle,10,283,10,646,0.924322915740434,tle
QoS-Multihop-projected,3426.2804691585684,149986.98292634662,254,590.4999327808922,141896346105.7374,45679699333.47753,67.80769865670943,1.1894509169151737,82.39147357370932,0,0,150,11,99,0,57.69230769230769,4.230769230769231,38.07692307692308,0.0,13.017073653326946,13.017073653326946,0.0,0.0205257695947343,,,,,0,24,260,1,tle,10,283,10,646,0.8831024108175203,tle
DelayCost-adapted,3377.8348738675595,149991.64198074644,256,585.9048514872908,141896346105.7374,46226434135.86997,67.42239289134108,1.1894509169151812,82.27655043039427,0,0,151,23,86,0,58.07692307692308,8.846153846153847,33.07692307692308,0.0,8.358019253337659,8.358019253337659,0.0,0.015710384468548,,,,,0,24,260,1,tle,10,283,10,646,0.8706158609334455,tle
Heuristic-TVD,3879.822348108794,149831.9900123734,257,583.0038521882234,141896346105.7374,47171833455.71634,66.75613238091054,1.0451746570634592,69.79858179948845,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,168.00998762664744,168.00998762664744,0.0,0.0153280768874817,,,,,0,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3737.409662619984,66273.10336853331,260,254.8965514174358,138183152908.2682,98798174225.01125,28.50201189822493,15.77085353379604,92.3983412675936,0,0,72,2,186,0,27.692307692307693,0.7692307692307693,71.53846153846153,0.0,83726.89663146666,83726.89663146666,0.0,0.0111307686893269,,,,,1,24,260,1,tle,10,283,10,646,0.9309333494938644,tle
Energy-WSRPT,3674.573426234536,149949.4845007999,259,578.955538613127,138183152908.2682,39484276406.991066,71.4261286010731,0.9832486245364028,70.9825342447437,0,0,163,16,81,0,62.69230769230769,6.153846153846154,31.15384615384616,0.0,50.51549919997322,50.51549919997322,0.0,0.0131150004633057,,,,,1,24,260,1,tle,10,283,10,646,0.9152817743954882,tle
ActiveInf-inspired,3689.137747495731,149984.4624849066,259,579.0905887448131,138183152908.2682,47166344065.62943,65.8667912310986,1.0796455485105374,75.85875508974077,0,0,161,2,97,0,61.92307692307692,0.7692307692307693,37.30769230769231,0.0,15.537515093307604,15.537515093307604,0.0,0.030311154282222,,,,,1,24,260,1,tle,10,283,10,646,0.91890953094313,tle
LEO-DRL-inspired,3722.3715809156297,149987.02060410654,259,579.100465652921,138183152908.2682,44438065243.499535,67.84118446551919,1.079645548510598,75.85875508974077,0,0,160,13,87,0,61.53846153846154,5.0,33.46153846153846,0.0,12.979395893288311,12.979395893288311,0.0,0.0616142306870852,,,,,1,24,260,1,tle,10,283,10,646,0.9271875862421092,tle
Hierarchical-RA-inspired,3689.137747495731,149984.4624849066,259,579.0905887448131,138183152908.2682,47166344065.62943,65.8667912310986,1.0796455485105374,75.85875508974077,0,0,161,2,97,0,61.92307692307692,0.7692307692307693,37.30769230769231,0.0,15.537515093307604,15.537515093307604,0.0,0.0166465388387083,,,,,1,24,260,1,tle,10,283,10,646,0.91890953094313,tle
DRL-UA-inspired,3774.0062509336767,149959.6216019199,259,578.9946779996909,138183152908.2682,46656938458.23548,66.23543646510343,1.0426731538048444,75.2413863881377,0,0,159,12,89,0,61.15384615384615,4.615384615384615,34.23076923076923,0.0,40.37839808000584,40.37839808000584,0.0,0.0665738455539282,,,,,1,24,260,1,tle,10,283,10,646,0.9400490171927144,tle
QoS-Multihop-projected,3786.4448263137306,149996.74643071982,259,579.1380171070264,138183152908.2682,39162342899.80291,71.65910454670221,0.9838477977316872,70.6489714405391,0,0,163,14,83,0,62.69230769230769,5.384615384615385,31.923076923076923,0.0,3.2535692800135507,3.2535692800135507,0.0,0.0201042309457149,,,,,1,24,260,1,tle,10,283,10,646,0.9431472819500673,tle
DelayCost-adapted,3682.021309797117,149991.66151727972,259,579.1183842366012,138183152908.2682,41030039953.16394,70.30749473461398,1.0796455485105374,75.36092807156164,0,0,161,21,78,0,61.92307692307692,8.076923076923077,30.0,0.0,8.338482719985848,8.338482719985848,0.0,0.0158484619952595,,,,,1,24,260,1,tle,10,283,10,646,0.9171369317952508,tle
Heuristic-TVD,4014.6909170801127,149619.30930117326,259,577.6807308925609,138183152908.2682,44338677668.42206,67.91310898959155,0.988017054228476,70.35701400159182,0,0,170,1,89,0,65.38461538461539,0.3846153846153846,34.23076923076923,0.0,380.69069882662734,380.69069882662734,0.0,0.015606153913093,,,,,1,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3676.171568022325,56348.64672000001,260,216.7255643076924,143551818802.25815,104771777132.48756,27.014664107593024,15.516571081644845,88.41497607482745,0,0,61,0,199,0,23.46153846153846,0.0,76.53846153846153,0.0,93651.35328,93651.35328,0.0,0.0106400007588,,,,,2,24,260,1,tle,10,283,10,646,0.9238002156477254,tle
Energy-WSRPT,3572.932791979468,149952.59382005318,255,588.0493875296203,143551818802.25815,43655425676.88049,69.58908215784044,0.7668729075820011,69.98095336235453,0,0,158,16,86,0,60.76923076923077,6.153846153846154,33.07692307692308,0.0,47.40617994665374,47.40617994665374,0.0,0.0152619244405426,,,,,2,24,260,1,tle,10,283,10,646,0.897856920617318,tle
ActiveInf-inspired,3652.688867835718,149995.79092005303,256,585.9210582814571,143551818802.25815,45552442980.28546,68.26759607759921,1.0796455485105374,70.78351584719623,0,0,158,21,81,0,60.76923076923077,8.076923076923077,31.15384615384616,0.0,4.209079946691958,4.209079946691958,0.0,0.0316073070280253,,,,,2,24,260,1,tle,10,283,10,646,0.9178991517025384,tle
LEO-DRL-inspired,3761.490131783074,149993.22218261322,255,588.2087144416205,143551818802.25815,44332049993.17988,69.11773716065065,0.9832486245364028,75.6677732137522,0,0,167,10,83,0,64.23076923076923,3.8461538461538463,31.923076923076923,0.0,6.7778173866385885,6.7778173866385885,0.0,0.0584507705822873,,,,,2,24,260,1,tle,10,283,10,646,0.9452402671095606,tle
Hierarchical-RA-inspired,3655.177548831513,149995.79092005303,256,585.9210582814571,143551818802.25815,46257587782.55695,67.77638335166165,1.0796455485105374,70.78351584719623,0,0,158,21,81,0,60.76923076923077,8.076923076923077,31.15384615384616,0.0,4.209079946691958,4.209079946691958,0.0,0.0181176920215455,,,,,2,24,260,1,tle,10,283,10,646,0.9185245425468048,tle
DRL-UA-inspired,3807.432013388928,149986.89667450657,256,585.8863151347913,143551818802.25815,49578863349.11571,65.46274107650957,1.050726471318285,72.9611375546405,0,0,159,13,88,0,61.15384615384615,5.0,33.84615384615385,0.0,13.103325493343393,13.103325493343393,0.0,0.06568000110117,,,,,2,24,260,1,tle,10,283,10,646,0.9567851907752376,tle
QoS-Multihop-projected,3702.751207158025,149995.700893333,256,585.9207066145821,143551818802.25815,45228127145.54757,68.49351856151048,0.9832486245364028,70.78351584719623,0,0,158,20,82,0,60.76923076923077,7.6923076923076925,31.53846153846154,0.0,4.299106666682263,4.299106666682263,0.0,0.0197669235953631,,,,,2,24,260,1,tle,10,283,10,646,0.9304795220704688,tle
DelayCost-adapted,3655.177548831513,149995.79092005303,256,585.9210582814571,143551818802.25815,46257587782.55695,67.77638335166165,1.0796455485105374,70.78351584719623,0,0,158,21,81,0,60.76923076923077,8.076923076923077,31.15384615384616,0.0,4.209079946691958,4.209079946691958,0.0,0.0161180759627873,,,,,2,24,260,1,tle,10,283,10,646,0.9185245425468048,tle
Heuristic-TVD,3979.401071523637,149459.51245695996,257,581.5545231788325,143551818802.25815,48721544365.42237,66.05996024854548,0.9583279317566242,67.84449887468308,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,540.4875430400141,540.4875430400141,0.0,0.0157765385945542,,,,,2,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3842.9507722901294,60855.477298293335,260,234.059528070359,145714942829.99643,112129696489.97528,23.048594528293908,17.416554522605608,75.3955751135382,0,0,64,1,195,0,24.615384615384617,0.3846153846153846,75.0,0.0,89144.52270170665,89144.52270170665,0.0,0.0105838470447521,,,,,3,24,260,1,tle,10,283,10,646,0.9350355269236152,tle
Energy-WSRPT,3587.099018167369,149894.80226928,259,578.7444103061003,145714942829.99643,38347328605.8196,73.6833245368947,0.7175219706068294,67.01365908084489,0,0,163,27,70,0,62.69230769230769,10.384615384615383,26.923076923076923,0.0,105.19773071999089,105.19773071999089,0.0,0.013778077398176,,,,,3,24,260,1,tle,10,283,10,646,0.8727837589708496,tle
ActiveInf-inspired,3664.859137210098,149997.6763199998,259,579.1416074131266,145714942829.99643,50641637487.53654,65.2460917844099,1.1445659766542424,68.70909977600112,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.0308634617025605,,,,,3,24,260,1,tle,10,283,10,646,0.8917037187077869,tle
LEO-DRL-inspired,3756.168396888801,149984.66605386665,259,579.0913747253538,145714942829.99643,57185444304.49779,60.75526422076338,1.079645548510598,69.73523259531535,0,0,159,0,101,0,61.15384615384615,0.0,38.84615384615385,0.0,15.333946133347808,15.333946133347808,0.0,0.0601665388855438,,,,,3,24,260,1,tle,10,283,10,646,0.9139203451481516,tle
Hierarchical-RA-inspired,3675.460732678688,149997.6763199998,259,579.1416074131266,145714942829.99643,50335008953.587456,65.45652218227708,1.1445659766542424,68.36995111476999,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.0175288461972601,,,,,3,24,260,1,tle,10,283,10,646,0.8942832126936795,tle
DRL-UA-inspired,3801.4135516932606,149772.0078115198,259,578.2703004305785,145714942829.99643,47407168645.74524,67.46581529318203,0.9832486245364028,66.55024984472469,0,0,160,16,84,0,61.53846153846154,6.153846153846154,32.30769230769231,0.0,227.99218848005063,227.99218848005063,0.0,0.067152307579258,,,,,3,24,260,1,tle,10,283,10,646,0.9249290282331336,tle
QoS-Multihop-projected,3832.3206721052056,149944.01361935976,259,578.9344155187636,145714942829.99643,40838400213.4853,71.97377329987984,0.9211670985803266,65.8067467225753,0,0,165,17,78,0,63.46153846153846,6.538461538461538,30.0,0.0,55.98638064006184,55.98638064006184,0.0,0.0208299994343318,,,,,3,24,260,1,tle,10,283,10,646,0.932449097401975,tle
DelayCost-adapted,3694.401495066312,149994.7536578132,259,579.1303230031398,145714942829.99643,52721433163.42711,63.8187874630425,1.079645548510598,68.70909977600112,0,0,159,10,91,0,61.15384615384615,3.8461538461538463,35.0,0.0,5.246342186703771,5.246342186703771,0.0,0.0146776932524517,,,,,3,24,260,1,tle,10,283,10,646,0.898891724951278,tle
Heuristic-TVD,4109.951613211877,148537.6642045332,260,571.2987084789739,145714942829.99643,49519593697.639496,66.0161183637746,0.9832486245364028,60.99213132508108,0,0,166,1,93,0,63.84615384615385,0.3846153846153846,35.76923076923077,0.0,1462.3357954666835,1462.3357954666835,0.0,0.0164723068547363,,,,,3,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3814.432550931616,67193.68164704,260,258.437237104,143751290598.0329,98639928265.83955,31.38153552884389,11.031365251957808,84.51100708255588,0,0,75,2,183,0,28.846153846153847,0.7692307692307693,70.38461538461539,0.0,82806.31835296005,82806.31835296005,0.0,0.011005000068018,,,,,4,24,260,1,tle,10,283,10,646,0.9368375509057814,tle
Energy-WSRPT,3456.94806511841,149973.9381812266,260,576.8228391585639,143751290598.0329,43033681466.56744,70.06379470574554,1.1445659766542424,76.08451903298176,0,0,154,16,90,0,59.23076923076923,6.153846153846154,34.61538461538461,0.0,26.06181877334484,26.06181877334484,0.0,0.0134476930655252,,,,,4,24,260,1,tle,10,283,10,646,0.849038150679328,tle
ActiveInf-inspired,3523.5229586951536,149991.08140047977,260,576.8887746172298,143751290598.0329,44313892892.46013,69.1732208398924,1.2567783273065891,74.50991908952233,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0304830765414338,,,,,4,24,260,1,tle,10,283,10,646,0.8653891699770783,tle
LEO-DRL-inspired,3634.488223111385,149995.8063173332,260,576.9069473743584,143751290598.0329,45252490060.05439,68.52028954189186,1.112105762582409,78.84820657167953,0,0,158,6,96,0,60.76923076923077,2.3076923076923075,36.92307692307692,0.0,4.193682666699687,4.193682666699687,0.0,0.057716539035587,,,,,4,24,260,1,tle,10,283,10,646,0.8926426146672787,tle
Hierarchical-RA-inspired,3538.490954082776,149991.08140047977,260,576.8887746172298,143751290598.0329,45050252585.06745,68.66097521792689,1.2567783273065891,72.97041510785282,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0172015403782447,,,,,4,24,260,1,tle,10,283,10,646,0.8690653603287688,tle
DRL-UA-inspired,3801.68683774888,149725.59528261318,260,575.8676741638968,143751290598.0329,46380544406.12395,67.73556312908775,1.1445659766542424,74.51106089908065,0,0,154,13,93,0,59.23076923076923,5.0,35.76923076923077,0.0,274.4047173866645,274.4047173866645,0.0,0.0674573073271088,,,,,4,24,260,1,tle,10,283,10,646,0.9337071605886827,tle
QoS-Multihop-projected,3640.406959074729,149996.4247286932,260,576.9093258795892,143751290598.0329,45073225468.99285,68.64499422476167,1.167008446784708,67.92915594709744,0,0,152,13,95,0,58.46153846153846,5.0,36.53846153846154,0.0,3.5752713066936224,3.5752713066936224,0.0,0.0200361532803911,,,,,4,24,260,1,tle,10,283,10,646,0.8940962762618461,tle
DelayCost-adapted,3538.490954082776,149991.08140047977,260,576.8887746172298,143751290598.0329,45050252585.06745,68.66097521792689,1.2567783273065891,72.97041510785282,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0154746161290229,,,,,4,24,260,1,tle,10,283,10,646,0.8690653603287688,tle
Heuristic-TVD,4071.605100845533,149426.4199604266,260,574.7169998477947,143751290598.0329,43778587753.50127,69.54560368023553,1.0463842652887252,62.50451824663489,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,573.5800395733736,573.5800395733736,0.0,0.014867692572387,,,,,4,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3670.1513114283534,72900.16571664001,260,280.3852527563077,145966253614.7567,106428106618.06863,27.087183521911605,23.510053271355595,105.98363565617304,0,0,78,1,181,0,30.0,0.3846153846153846,69.61538461538461,0.0,77099.83428336002,77099.83428336002,0.0,0.0111457698109846,,,,,5,24,260,1,tle,10,283,10,646,0.9402460192652634,tle
Energy-WSRPT,3396.133444238181,149945.44470608,259,578.9399409501158,145966253614.7567,49311743853.1168,66.21702439300563,1.0218073941260477,70.19648614800263,0,0,156,9,95,0,60.0,3.4615384615384617,36.53846153846154,0.0,54.555293919971376,54.555293919971376,0.0,0.0133730781201917,,,,,5,24,260,1,tle,10,283,10,646,0.8700461318571208,tle
ActiveInf-inspired,3405.9569793578817,149999.74459221333,259,579.1495930201287,145966253614.7567,52624782737.4948,63.9472950532899,1.1534971625462276,70.19648614800263,0,0,153,4,103,0,58.84615384615385,1.5384615384615383,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.028926154706054,,,,,5,24,260,1,tle,10,283,10,646,0.8725627964324069,tle
LEO-DRL-inspired,3406.9529438065947,149985.75886922653,259,579.0955940896777,145966253614.7567,46013257972.17267,68.47678361766157,1.0796455485105678,70.90359190224687,0,0,157,20,83,0,60.38461538461539,7.6923076923076925,31.923076923076923,0.0,14.24113077332521,14.24113077332521,0.0,0.0554469221522315,,,,,5,24,260,1,tle,10,283,10,646,0.8728179498385664,tle
Hierarchical-RA-inspired,3413.777808741985,149999.74459221333,259,579.1495930201287,145966253614.7567,52224324932.91458,64.22164463386977,1.1534971625462276,70.19648614800263,0,0,153,4,103,0,58.84615384615385,1.5384615384615383,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.0161869225289242,,,,,5,24,260,1,tle,10,283,10,646,0.8745663933066987,tle
DRL-UA-inspired,3502.836389468681,149984.94152778664,259,579.0924383312225,145966253614.7567,55839434889.35599,61.744969466209,1.1445659766542424,71.63948190700184,0,0,152,16,92,0,58.46153846153846,6.153846153846154,35.38461538461539,0.0,15.058472213338604,15.058472213338604,0.0,0.0634057700293711,,,,,5,24,260,1,tle,10,283,10,646,0.8973820673496037,tle
QoS-Multihop-projected,3461.7564284177524,149993.78860816,259,579.1265969427027,145966253614.7567,48293595773.33017,66.9145473166766,1.045124686734933,70.19648614800263,0,0,156,5,99,0,60.0,1.9230769230769231,38.07692307692308,0.0,6.21139183999108,6.21139183999108,0.0,0.0186346155645039,,,,,5,24,260,1,tle,10,283,10,646,0.8868579045638805,tle
DelayCost-adapted,3437.457837495442,149993.52160447996,259,579.1255660404631,145966253614.7567,50369685679.4805,65.49223917713245,1.1445659766542198,70.19648614800263,0,0,154,8,98,0,59.23076923076923,3.076923076923077,37.69230769230769,0.0,6.478395520006643,6.478395520006643,0.0,0.0146115383428808,,,,,5,24,260,1,tle,10,283,10,646,0.8806329150607731,tle
Heuristic-TVD,3903.394682060255,149959.95577792,259,578.9959682545174,145966253614.7567,54598254364.50447,62.59528965605734,1.0218073941260324,67.38084744620967,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,40.04422207999659,40.04422207999659,0.0,0.0149980776208954,,,,,5,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3774.828979029692,62201.301042240026,260,239.2357732393847,136511684238.74995,95587835518.94664,29.978275448005032,14.980249660628337,76.74519461481377,0,0,65,2,193,0,25.0,0.7692307692307693,74.23076923076923,0.0,87798.69895776006,87798.69895776006,0.0,0.0110792300592248,,,,,6,24,260,1,tle,10,283,10,646,0.924899527045742,tle
Energy-WSRPT,3548.322958386193,149853.02218303984,258,580.8256673761234,136511684238.74995,46806172193.047806,65.71269891360589,1.1445659766542424,72.73104113690982,0,0,150,20,90,0,57.69230769230769,7.6923076923076925,34.61538461538461,0.0,146.97781695992987,146.97781695992987,0.0,0.0136846153719279,,,,,6,24,260,1,tle,10,283,10,646,0.8694015660705574,tle
ActiveInf-inspired,3688.0015576190167,149991.51363621312,258,581.3624559543144,136511684238.74995,45893677748.31963,66.38113579490046,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0316503849507381,,,,,6,24,260,1,tle,10,283,10,646,0.903625280863077,tle
LEO-DRL-inspired,3730.701413588759,149990.41070351982,258,581.3581810213947,136511684238.74995,48688279995.22723,64.33398337531708,1.1894509169151812,73.28529655351356,0,0,155,9,96,0,59.61538461538461,3.4615384615384617,36.92307692307692,0.0,9.589296480005345,9.589296480005345,0.0,0.057168846811132,,,,,6,24,260,1,tle,10,283,10,646,0.9140874969821996,tle
Hierarchical-RA-inspired,3689.540389943888,149991.51363621312,258,581.3624559543144,136511684238.74995,47866329413.82072,64.93609343350738,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0175342282790762,,,,,6,24,260,1,tle,10,283,10,646,0.9040023218621216,tle
DRL-UA-inspired,3831.9414918736993,149995.28717989317,258,581.3770820926092,136511684238.74995,50540816801.38034,62.976929716149584,1.1587762712800211,70.43279562948733,0,0,155,5,100,0,59.61538461538461,1.9230769230769231,38.46153846153846,0.0,4.712820106667095,4.712820106667095,0.0,0.0615861531024655,,,,,6,24,260,1,tle,10,283,10,646,0.938893097724378,tle
